Sample;Dataset;Known IDH status;Predicted IDH status
GSM8013440;GSE253086;;pIDH-WT
GSM8013441;GSE253086;;pIDH-WT
GSM8013442;GSE253086;;pIDH-WT
GSM8013443;GSE253086;;pIDH-WT
GSM8013444;GSE253086;;pIDH-WT
GSM8013445;GSE253086;;pIDH-WT
GSM8013446;GSE253086;;pIDH-WT
GSM8013447;GSE253086;;pIDH-WT
GSM8013448;GSE253086;;pIDH-WT
GSM8013449;GSE253086;;pIDH-WT
GSM8013450;GSE253086;;pIDH-WT
GSM8013451;GSE253086;;pIDH-WT
GSM8013452;GSE253086;;pIDH-WT
GSM8013453;GSE253086;;pIDH-WT
GSM8013454;GSE253086;;pIDH-WT
GSM8013455;GSE253086;;pIDH-WT
GSM8013456;GSE253086;;pIDH-WT
GSM8013457;GSE253086;;pIDH-WT
GSM8013458;GSE253086;;pIDH-WT
GSM8013459;GSE253086;;pIDH-WT
GSM8013460;GSE253086;;pIDH-WT
GSM8013461;GSE253086;;pIDH-WT
GSM8013462;GSE253086;;pIDH-WT
GSM8013463;GSE253086;;pIDH-MUT
GSM8013464;GSE253086;;pIDH-MUT
GSM8013465;GSE253086;;pIDH-MUT
GSM8013466;GSE253086;;pIDH-WT
GSM8013467;GSE253086;;pIDH-MUT
GSM8013468;GSE253086;;pIDH-WT
GSM8013469;GSE253086;;pIDH-MUT
GSM8013470;GSE253086;;pIDH-MUT
GSM8013471;GSE253086;;pIDH-MUT
GSM8013472;GSE253086;;pIDH-WT
GSM8013473;GSE253086;;pIDH-WT
GSM8013474;GSE253086;;pIDH-WT
GSM8013475;GSE253086;;pIDH-MUT
GSM8013476;GSE253086;;pIDH-MUT
GSM8013477;GSE253086;;pIDH-WT
GSM8013478;GSE253086;;pIDH-MUT
GSM8013479;GSE253086;;pIDH-WT
GSM8013480;GSE253086;;pIDH-WT
GSM8013481;GSE253086;;pIDH-MUT
GSM8013482;GSE253086;;pIDH-WT
GSM8013483;GSE253086;;pIDH-WT
GSM8013484;GSE253086;;pIDH-WT
GSM8013485;GSE253086;;pIDH-MUT
GSM8013486;GSE253086;;pIDH-WT
GSM8013487;GSE253086;;pIDH-WT
GSM8013488;GSE253086;;pIDH-WT
GSM8013489;GSE253086;;pIDH-WT
GSM8013490;GSE253086;;pIDH-MUT
GSM8013491;GSE253086;;pIDH-WT
GSM8013492;GSE253086;;pIDH-WT
GSM8013493;GSE253086;;pIDH-MUT
GSM8013494;GSE253086;;pIDH-WT
GSM8013495;GSE253086;;pIDH-WT
GSM8013496;GSE253086;;pIDH-MUT
GSM8013497;GSE253086;;pIDH-MUT
GSM8013498;GSE253086;;pIDH-WT
GSM8013499;GSE253086;;pIDH-WT
GSM8013500;GSE253086;;pIDH-WT
GSM8013501;GSE253086;;pIDH-WT
GSM8013502;GSE253086;;pIDH-WT
GSM8013503;GSE253086;;pIDH-WT
GSM8013504;GSE253086;;pIDH-MUT
GSM8013505;GSE253086;;pIDH-WT
GSM8013506;GSE253086;;pIDH-WT
GSM8013507;GSE253086;;pIDH-WT
GSM8013508;GSE253086;;pIDH-WT
GSM8013509;GSE253086;;pIDH-MUT
GSM8013510;GSE253086;;pIDH-MUT
GSM8013511;GSE253086;;pIDH-WT
GSM8013512;GSE253086;;pIDH-WT
GSM8013513;GSE253086;;pIDH-MUT
GSM8013514;GSE253086;;pIDH-WT
GSM8013515;GSE253086;;pIDH-WT
GSM8013516;GSE253086;;pIDH-MUT
GSM8013517;GSE253086;;pIDH-WT
GSM8013518;GSE253086;;pIDH-WT
GSM8013519;GSE253086;;pIDH-WT
GSM8013520;GSE253086;;pIDH-WT
GSM8013521;GSE253086;;pIDH-WT
GSM8013522;GSE253086;;pIDH-WT
GSM8013523;GSE253086;;pIDH-WT
GSM8013524;GSE253086;;pIDH-MUT
GSM8013525;GSE253086;;pIDH-WT
GSM8013526;GSE253086;;pIDH-WT
GSM8013527;GSE253086;;pIDH-MUT
GSM8013528;GSE253086;;pIDH-MUT
GSM8013529;GSE253086;;pIDH-WT
GSM8013530;GSE253086;;pIDH-WT
GSM8013531;GSE253086;;pIDH-WT
GSM8013532;GSE253086;;pIDH-WT
GSM8013533;GSE253086;;pIDH-WT
GSM8013534;GSE253086;;pIDH-MUT
GSM8013535;GSE253086;;pIDH-WT
GSM8013536;GSE253086;;pIDH-WT
GSM8013537;GSE253086;;pIDH-WT
GSM8013538;GSE253086;;pIDH-WT
GSM8013539;GSE253086;;pIDH-WT
GSM8013540;GSE253086;;pIDH-WT
GSM8013541;GSE253086;;pIDH-WT
GSM8013542;GSE253086;;pIDH-MUT
GSM8013543;GSE253086;;pIDH-WT
GSM8013544;GSE253086;;pIDH-MUT
GSM8013545;GSE253086;;pIDH-WT
GSM8013546;GSE253086;;pIDH-MUT
GSM8013547;GSE253086;;pIDH-WT
GSM8013548;GSE253086;;pIDH-WT
GSM8013549;GSE253086;;pIDH-WT
GSM8013550;GSE253086;;pIDH-WT
GSM8013551;GSE253086;;pIDH-WT
GSM8013552;GSE253086;;pIDH-WT
GSM8013553;GSE253086;;pIDH-WT
GSM8013554;GSE253086;;pIDH-WT
GSM8013555;GSE253086;;pIDH-WT
GSM8013556;GSE253086;;pIDH-WT
GSM8013557;GSE253086;;pIDH-WT
GSM8013558;GSE253086;;pIDH-WT
GSM8013559;GSE253086;;pIDH-WT
GSM8013560;GSE253086;;pIDH-MUT
GSM8013561;GSE253086;;pIDH-WT
GSM8013562;GSE253086;;pIDH-WT
GSM8990559;GSE297413;;pIDH-MUT
GSM8990560;GSE297413;;pIDH-MUT
GSM8990561;GSE297413;;pIDH-WT
GSM8990562;GSE297413;;pIDH-WT
GSM8990563;GSE297413;;pIDH-WT
GSM8990564;GSE297413;;pIDH-WT
GSM8990565;GSE297413;;pIDH-WT
GSM8990566;GSE297413;;pIDH-WT
GSM8990567;GSE297413;;pIDH-WT
GSM8990568;GSE297413;;pIDH-MUT
GSM8990569;GSE297413;;pIDH-WT
GSM8990570;GSE297413;;pIDH-WT
GSM8990571;GSE297413;;pIDH-WT
GSM8990572;GSE297413;;pIDH-WT
GSM8990573;GSE297413;;pIDH-WT
GSM8990574;GSE297413;;pIDH-WT
GSM8990575;GSE297413;;pIDH-WT
GSM8990576;GSE297413;;pIDH-WT
GSM8990578;GSE297413;;pIDH-WT
GSM8990581;GSE297413;;pIDH-WT
GSM8990584;GSE297413;;pIDH-WT
GSM8990588;GSE297413;;pIDH-WT
GSM8990590;GSE297413;;pIDH-WT
GSM8990591;GSE297413;;pIDH-WT
GSM8990592;GSE297413;;pIDH-WT
GSM8990593;GSE297413;;pIDH-WT
GSM8990594;GSE297413;;pIDH-WT
GSM8990595;GSE297413;;pIDH-MUT
GSM8990596;GSE297413;;pIDH-WT
GSM8990597;GSE297413;;pIDH-MUT
GSM8990598;GSE297413;;pIDH-MUT
GSM8990599;GSE297413;;pIDH-MUT
GSM8990600;GSE297413;;pIDH-MUT
GSM8990601;GSE297413;;pIDH-WT
GSM8990602;GSE297413;;pIDH-MUT
GSM8990603;GSE297413;;pIDH-WT
GSM8990604;GSE297413;;pIDH-WT
GSM8990605;GSE297413;;pIDH-WT
GSM8990606;GSE297413;;pIDH-WT
GSM8990607;GSE297413;;pIDH-WT
GSM8990608;GSE297413;;pIDH-WT
GSM8990609;GSE297413;;pIDH-WT
GSM8990610;GSE297413;;pIDH-WT
GSM8990611;GSE297413;;pIDH-WT
GSM8990613;GSE297413;;pIDH-WT
GSM8990618;GSE297413;;pIDH-MUT
GSM8990620;GSE297413;;pIDH-MUT
GSM8990623;GSE297413;;pIDH-WT
GSM8990625;GSE297413;;pIDH-MUT
GSM8990627;GSE297413;;pIDH-WT
GSM8990629;GSE297413;;pIDH-WT
GSM8990631;GSE297413;;pIDH-WT
GSM8990632;GSE297413;;pIDH-MUT
GSM8990633;GSE297413;;pIDH-MUT
GSM8990634;GSE297413;;pIDH-WT
GSM8990635;GSE297413;;pIDH-MUT
GSM8990636;GSE297413;;pIDH-MUT
GSM8990637;GSE297413;;pIDH-MUT
GSM8990638;GSE297413;;pIDH-WT
GSM8990639;GSE297413;;pIDH-WT
GSM8990640;GSE297413;;pIDH-MUT
GSM8990641;GSE297413;;pIDH-MUT
GSM8990642;GSE297413;;pIDH-MUT
GSM8990643;GSE297413;;pIDH-MUT
GSM8990644;GSE297413;;pIDH-WT
GSM8990645;GSE297413;;pIDH-MUT
GSM8990646;GSE297413;;pIDH-WT
GSM8990647;GSE297413;;pIDH-WT
GSM8990648;GSE297413;;pIDH-WT
GSM8990649;GSE297413;;pIDH-MUT
GSM8990650;GSE297413;;pIDH-WT
GSM8990651;GSE297413;;pIDH-WT
GSM8990652;GSE297413;;pIDH-MUT
GSM8990653;GSE297413;;pIDH-MUT
GSM8990654;GSE297413;;pIDH-MUT
GSM8990655;GSE297413;;pIDH-WT
GSM8990656;GSE297413;;pIDH-MUT
GSM8990657;GSE297413;;pIDH-WT
GSM8990658;GSE297413;;pIDH-MUT
GSM8990659;GSE297413;;pIDH-WT
GSM8990660;GSE297413;;pIDH-WT
GSM8990661;GSE297413;;pIDH-WT
GSM8990662;GSE297413;;pIDH-WT
GSM8990663;GSE297413;;pIDH-MUT
GSM8990664;GSE297413;;pIDH-WT
GSM8990665;GSE297413;;pIDH-MUT
GSM8990666;GSE297413;;pIDH-WT
GSM8990667;GSE297413;;pIDH-MUT
GSM8990668;GSE297413;;pIDH-WT
GSM8990669;GSE297413;;pIDH-WT
GSM8990670;GSE297413;;pIDH-WT
GSM8990671;GSE297413;;pIDH-MUT
GSM8990672;GSE297413;;pIDH-WT
GSM8990673;GSE297413;;pIDH-MUT
GSM8990674;GSE297413;;pIDH-WT
GSM8990675;GSE297413;;pIDH-WT
GSM8990676;GSE297413;;pIDH-WT
GSM8990677;GSE297413;;pIDH-MUT
GSM8990678;GSE297413;;pIDH-MUT
GSM8990679;GSE297413;;pIDH-WT
GSM8990680;GSE297413;;pIDH-WT
GSM8990681;GSE297413;;pIDH-MUT
GSM8990682;GSE297413;;pIDH-WT
GSM8990683;GSE297413;;pIDH-WT
GSM8990684;GSE297413;;pIDH-WT
GSM8990685;GSE297413;;pIDH-WT
GSM8990686;GSE297413;;pIDH-WT
GSM8990687;GSE297413;;pIDH-WT
GSM8990688;GSE297413;;pIDH-WT
GSM8990689;GSE297413;;pIDH-WT
GSM8990690;GSE297413;;pIDH-WT
GSM8990691;GSE297413;;pIDH-WT
GSM8990692;GSE297413;;pIDH-WT
GSM8990693;GSE297413;;pIDH-WT
GSM8990694;GSE297413;;pIDH-WT
GSM8990695;GSE297413;;pIDH-WT
GSM8990696;GSE297413;;pIDH-WT
GSM8990697;GSE297413;;pIDH-WT
GSM8990698;GSE297413;;pIDH-WT
GSM8990699;GSE297413;;pIDH-WT
GSM8990700;GSE297413;;pIDH-MUT
GSM8990701;GSE297413;;pIDH-WT
GSM8990702;GSE297413;;pIDH-WT
GSM8990703;GSE297413;;pIDH-MUT
GSM8990704;GSE297413;;pIDH-WT
GSM8990705;GSE297413;;pIDH-WT
GSM8990706;GSE297413;;pIDH-WT
GSM8990707;GSE297413;;pIDH-MUT
GSM8990708;GSE297413;;pIDH-WT
GSM8990709;GSE297413;;pIDH-WT
GSM8990710;GSE297413;;pIDH-WT
GSM8990711;GSE297413;;pIDH-MUT
GSM8990712;GSE297413;;pIDH-WT
GSM8990713;GSE297413;;pIDH-WT
GSM8990714;GSE297413;;pIDH-MUT
GSM8990715;GSE297413;;pIDH-WT
GSM8990716;GSE297413;;pIDH-WT
GSM8990717;GSE297413;;pIDH-WT
GSM8990718;GSE297413;;pIDH-WT
GSM8990719;GSE297413;;pIDH-WT
GSM8990720;GSE297413;;pIDH-WT
GSM8990721;GSE297413;;pIDH-WT
GSM8990722;GSE297413;;pIDH-WT
GSM8990723;GSE297413;;pIDH-WT
GSM8990724;GSE297413;;pIDH-WT
GSM8990725;GSE297413;;pIDH-WT
GSM8990726;GSE297413;;pIDH-WT
GSM8990727;GSE297413;;pIDH-WT
GSM8990728;GSE297413;;pIDH-WT
GSM8990729;GSE297413;;pIDH-WT
GSM8990730;GSE297413;;pIDH-WT
GSM8990731;GSE297413;;pIDH-WT
GSM8990732;GSE297413;;pIDH-WT
GSM8990733;GSE297413;;pIDH-WT
GSM8990734;GSE297413;;pIDH-WT
GSM8990735;GSE297413;;pIDH-WT
GSM8990736;GSE297413;;pIDH-WT
GSM8990737;GSE297413;;pIDH-WT
GSM8990738;GSE297413;;pIDH-WT
GSM8990739;GSE297413;;pIDH-MUT
GSM8990740;GSE297413;;pIDH-WT
GSM8990741;GSE297413;;pIDH-MUT
GSM8990742;GSE297413;;pIDH-WT
GSM8990743;GSE297413;;pIDH-WT
GSM8990744;GSE297413;;pIDH-WT
GSM8990745;GSE297413;;pIDH-WT
GSM8990746;GSE297413;;pIDH-WT
GSM8990747;GSE297413;;pIDH-WT
GSM8990748;GSE297413;;pIDH-WT
GSM8990749;GSE297413;;pIDH-WT
GSM8990750;GSE297413;;pIDH-WT
GSM8990751;GSE297413;;pIDH-WT
GSM8990752;GSE297413;;pIDH-WT
GSM8990753;GSE297413;;pIDH-WT
GSM8990754;GSE297413;;pIDH-MUT
GSM8990755;GSE297413;;pIDH-WT
GSM8990756;GSE297413;;pIDH-MUT
GSM8990757;GSE297413;;pIDH-WT
GSM8990758;GSE297413;;pIDH-WT
GSM8990759;GSE297413;;pIDH-WT
GSM8990760;GSE297413;;pIDH-MUT
GSM8990761;GSE297413;;pIDH-WT
GSM8990762;GSE297413;;pIDH-MUT
GSM8990763;GSE297413;;pIDH-WT
GSM8990764;GSE297413;;pIDH-MUT
GSM8990765;GSE297413;;pIDH-WT
GSM8990766;GSE297413;;pIDH-WT
GSM8990767;GSE297413;;pIDH-WT
GSM8990768;GSE297413;;pIDH-WT
GSM8990769;GSE297413;;pIDH-WT
GSM8990770;GSE297413;;pIDH-MUT
GSM8990771;GSE297413;;pIDH-WT
GSM8990772;GSE297413;;pIDH-WT
GSM8990773;GSE297413;;pIDH-WT
GSM8990774;GSE297413;;pIDH-WT
GSM8990775;GSE297413;;pIDH-WT
GSM8990776;GSE297413;;pIDH-WT
GSM8990777;GSE297413;;pIDH-MUT
GSM8990778;GSE297413;;pIDH-MUT
GSM8990779;GSE297413;;pIDH-WT
GSM8990780;GSE297413;;pIDH-WT
GSM8990781;GSE297413;;pIDH-WT
GSM8990782;GSE297413;;pIDH-WT
GSM8990783;GSE297413;;pIDH-MUT
GSM8990784;GSE297413;;pIDH-WT
GSM8990785;GSE297413;;pIDH-WT
GSM8990786;GSE297413;;pIDH-WT
GSM8990787;GSE297413;;pIDH-WT
GSM8990788;GSE297413;;pIDH-WT
GSM8990789;GSE297413;;pIDH-WT
GSM8990790;GSE297413;;pIDH-WT
GSM8990791;GSE297413;;pIDH-WT
GSM8990792;GSE297413;;pIDH-MUT
GSM8990793;GSE297413;;pIDH-MUT
GSM8990794;GSE297413;;pIDH-WT
GSM8990795;GSE297413;;pIDH-WT
GSM8990796;GSE297413;;pIDH-MUT
GSM8990797;GSE297413;;pIDH-WT
GSM8990798;GSE297413;;pIDH-WT
GSM8990799;GSE297413;;pIDH-WT
GSM8990800;GSE297413;;pIDH-WT
GSM8990801;GSE297413;;pIDH-WT
GSM8990802;GSE297413;;pIDH-WT
GSM8990803;GSE297413;;pIDH-MUT
GSM8990804;GSE297413;;pIDH-MUT
GSM8990805;GSE297413;;pIDH-MUT
GSM8990806;GSE297413;;pIDH-WT
GSM8990807;GSE297413;;pIDH-MUT
GSM8990808;GSE297413;;pIDH-MUT
GSM8990809;GSE297413;;pIDH-WT
GSM8990810;GSE297413;;pIDH-MUT
GSM8990811;GSE297413;;pIDH-WT
GSM8990812;GSE297413;;pIDH-WT
GSM8990813;GSE297413;;pIDH-WT
GSM8990814;GSE297413;;pIDH-WT
GSM8990815;GSE297413;;pIDH-WT
GSM8990816;GSE297413;;pIDH-MUT
GSM8990817;GSE297413;;pIDH-WT
GSM8990818;GSE297413;;pIDH-WT
GSM8990819;GSE297413;;pIDH-WT
GSM8990820;GSE297413;;pIDH-WT
GSM8990821;GSE297413;;pIDH-WT
GSM8990822;GSE297413;;pIDH-WT
GSM8990823;GSE297413;;pIDH-MUT
GSM8990824;GSE297413;;pIDH-WT
GSM8990825;GSE297413;;pIDH-MUT
GSM8990826;GSE297413;;pIDH-MUT
GSM8990827;GSE297413;;pIDH-WT
GSM8990828;GSE297413;;pIDH-WT
GSM8990829;GSE297413;;pIDH-MUT
GSM8990830;GSE297413;;pIDH-WT
GSM8990831;GSE297413;;pIDH-WT
GSM8990832;GSE297413;;pIDH-WT
GSM8990833;GSE297413;;pIDH-WT
GSM8990834;GSE297413;;pIDH-WT
GSM8990835;GSE297413;;pIDH-WT
GSM8990836;GSE297413;;pIDH-WT
GSM8990837;GSE297413;;pIDH-MUT
GSM8990838;GSE297413;;pIDH-WT
GSM8990839;GSE297413;;pIDH-WT
GSM8990840;GSE297413;;pIDH-WT
GSM8990841;GSE297413;;pIDH-WT
GSM8990842;GSE297413;;pIDH-WT
GSM8990843;GSE297413;;pIDH-WT
GSM924440;GSE37642;;pIDH-MUT
GSM924441;GSE37642;;pIDH-MUT
GSM924442;GSE37642;;pIDH-WT
GSM924443;GSE37642;;pIDH-WT
GSM924444;GSE37642;;pIDH-MUT
GSM924445;GSE37642;;pIDH-MUT
GSM924446;GSE37642;;pIDH-WT
GSM924447;GSE37642;;pIDH-WT
GSM924448;GSE37642;;pIDH-WT
GSM924449;GSE37642;;pIDH-MUT
GSM924450;GSE37642;;pIDH-WT
GSM924451;GSE37642;;pIDH-MUT
GSM924452;GSE37642;;pIDH-WT
GSM924453;GSE37642;;pIDH-WT
GSM924454;GSE37642;;pIDH-WT
GSM924455;GSE37642;;pIDH-WT
GSM924456;GSE37642;;pIDH-WT
GSM924457;GSE37642;;pIDH-MUT
GSM924458;GSE37642;;pIDH-WT
GSM924459;GSE37642;;pIDH-MUT
GSM924460;GSE37642;;pIDH-WT
GSM924461;GSE37642;;pIDH-WT
GSM924462;GSE37642;;pIDH-WT
GSM924463;GSE37642;;pIDH-WT
GSM924464;GSE37642;;pIDH-WT
GSM924465;GSE37642;;pIDH-WT
GSM924466;GSE37642;;pIDH-WT
GSM924467;GSE37642;;pIDH-WT
GSM924468;GSE37642;;pIDH-WT
GSM924469;GSE37642;;pIDH-WT
GSM924470;GSE37642;;pIDH-WT
GSM924471;GSE37642;;pIDH-WT
GSM924472;GSE37642;;pIDH-WT
GSM924473;GSE37642;;pIDH-WT
GSM924474;GSE37642;;pIDH-WT
GSM924475;GSE37642;;pIDH-MUT
GSM924476;GSE37642;;pIDH-WT
GSM924477;GSE37642;;pIDH-WT
GSM924478;GSE37642;;pIDH-MUT
GSM924479;GSE37642;;pIDH-MUT
GSM924480;GSE37642;;pIDH-WT
GSM924481;GSE37642;;pIDH-WT
GSM924482;GSE37642;;pIDH-WT
GSM924483;GSE37642;;pIDH-WT
GSM924484;GSE37642;;pIDH-WT
GSM924485;GSE37642;;pIDH-WT
GSM924486;GSE37642;;pIDH-WT
GSM924487;GSE37642;;pIDH-WT
GSM924488;GSE37642;;pIDH-MUT
GSM924489;GSE37642;;pIDH-MUT
GSM924490;GSE37642;;pIDH-WT
GSM924491;GSE37642;;pIDH-WT
GSM924492;GSE37642;;pIDH-WT
GSM924493;GSE37642;;pIDH-MUT
GSM924494;GSE37642;;pIDH-MUT
GSM924495;GSE37642;;pIDH-WT
GSM924496;GSE37642;;pIDH-WT
GSM924497;GSE37642;;pIDH-MUT
GSM924498;GSE37642;;pIDH-WT
GSM924499;GSE37642;;pIDH-WT
GSM924500;GSE37642;;pIDH-WT
GSM924501;GSE37642;;pIDH-WT
GSM924502;GSE37642;;pIDH-WT
GSM924503;GSE37642;;pIDH-WT
GSM924504;GSE37642;;pIDH-WT
GSM924505;GSE37642;;pIDH-WT
GSM924506;GSE37642;;pIDH-WT
GSM924507;GSE37642;;pIDH-WT
GSM924508;GSE37642;;pIDH-WT
GSM924509;GSE37642;;pIDH-WT
GSM924510;GSE37642;;pIDH-WT
GSM924511;GSE37642;;pIDH-MUT
GSM924512;GSE37642;;pIDH-WT
GSM924513;GSE37642;;pIDH-WT
GSM924514;GSE37642;;pIDH-WT
GSM924515;GSE37642;;pIDH-WT
GSM924516;GSE37642;;pIDH-WT
GSM924517;GSE37642;;pIDH-MUT
GSM924518;GSE37642;;pIDH-MUT
GSM924519;GSE37642;;pIDH-MUT
GSM924520;GSE37642;;pIDH-WT
GSM924521;GSE37642;;pIDH-MUT
GSM924522;GSE37642;;pIDH-MUT
GSM924523;GSE37642;;pIDH-WT
GSM924524;GSE37642;;pIDH-WT
GSM924525;GSE37642;;pIDH-MUT
GSM924526;GSE37642;;pIDH-MUT
GSM924527;GSE37642;;pIDH-WT
GSM924528;GSE37642;;pIDH-WT
GSM924529;GSE37642;;pIDH-WT
GSM924530;GSE37642;;pIDH-WT
GSM924531;GSE37642;;pIDH-WT
GSM924532;GSE37642;;pIDH-WT
GSM924533;GSE37642;;pIDH-WT
GSM924534;GSE37642;;pIDH-MUT
GSM924535;GSE37642;;pIDH-WT
GSM924536;GSE37642;;pIDH-WT
GSM924537;GSE37642;;pIDH-WT
GSM924538;GSE37642;;pIDH-WT
GSM924539;GSE37642;;pIDH-WT
GSM924540;GSE37642;;pIDH-MUT
GSM924541;GSE37642;;pIDH-WT
GSM924542;GSE37642;;pIDH-WT
GSM924543;GSE37642;;pIDH-WT
GSM924544;GSE37642;;pIDH-WT
GSM924545;GSE37642;;pIDH-WT
GSM924546;GSE37642;;pIDH-MUT
GSM924547;GSE37642;;pIDH-MUT
GSM924548;GSE37642;;pIDH-WT
GSM924549;GSE37642;;pIDH-MUT
GSM924550;GSE37642;;pIDH-WT
GSM924551;GSE37642;;pIDH-MUT
GSM924552;GSE37642;;pIDH-MUT
GSM924553;GSE37642;;pIDH-MUT
GSM924554;GSE37642;;pIDH-WT
GSM924555;GSE37642;;pIDH-WT
GSM924556;GSE37642;;pIDH-WT
GSM924557;GSE37642;;pIDH-WT
GSM924558;GSE37642;;pIDH-WT
GSM924559;GSE37642;;pIDH-WT
GSM924560;GSE37642;;pIDH-WT
GSM924561;GSE37642;;pIDH-WT
GSM924562;GSE37642;;pIDH-WT
GSM924563;GSE37642;;pIDH-WT
GSM924564;GSE37642;;pIDH-MUT
GSM924565;GSE37642;;pIDH-WT
GSM924566;GSE37642;;pIDH-WT
GSM924567;GSE37642;;pIDH-WT
GSM924568;GSE37642;;pIDH-MUT
GSM924569;GSE37642;;pIDH-WT
GSM924570;GSE37642;;pIDH-MUT
GSM924571;GSE37642;;pIDH-WT
GSM924572;GSE37642;;pIDH-MUT
GSM924573;GSE37642;;pIDH-WT
GSM924574;GSE37642;;pIDH-WT
GSM924575;GSE37642;;pIDH-WT
GSM924576;GSE37642;;pIDH-WT
GSM924577;GSE37642;;pIDH-WT
GSM924578;GSE37642;;pIDH-MUT
GSM924579;GSE37642;;pIDH-WT
GSM1057835;GSE43176;;pIDH-WT
GSM1057836;GSE43176;;pIDH-WT
GSM1057837;GSE43176;;pIDH-WT
GSM1057838;GSE43176;;pIDH-WT
GSM1057839;GSE43176;;pIDH-WT
GSM1057840;GSE43176;;pIDH-WT
GSM1057841;GSE43176;;pIDH-WT
GSM1057842;GSE43176;;pIDH-WT
GSM1057843;GSE43176;;pIDH-WT
GSM1057844;GSE43176;;pIDH-WT
GSM1057845;GSE43176;;pIDH-WT
GSM1057846;GSE43176;;pIDH-WT
GSM1057847;GSE43176;;pIDH-WT
GSM1057848;GSE43176;;pIDH-WT
GSM1057849;GSE43176;;pIDH-WT
GSM1057850;GSE43176;;pIDH-WT
GSM1057851;GSE43176;;pIDH-WT
GSM1057852;GSE43176;;pIDH-WT
GSM1057853;GSE43176;;pIDH-WT
GSM1057854;GSE43176;;pIDH-WT
GSM1057855;GSE43176;;pIDH-WT
GSM1057856;GSE43176;;pIDH-MUT
GSM1057857;GSE43176;;pIDH-WT
GSM1057858;GSE43176;;pIDH-WT
GSM1057859;GSE43176;;pIDH-WT
GSM1057860;GSE43176;;pIDH-WT
GSM1057861;GSE43176;;pIDH-WT
GSM1057862;GSE43176;;pIDH-WT
GSM1057863;GSE43176;;pIDH-WT
GSM1057864;GSE43176;;pIDH-WT
GSM1057865;GSE43176;;pIDH-WT
GSM1057866;GSE43176;;pIDH-WT
GSM1057867;GSE43176;;pIDH-WT
GSM1057868;GSE43176;;pIDH-WT
GSM1057869;GSE43176;;pIDH-MUT
GSM1057870;GSE43176;;pIDH-WT
GSM1057871;GSE43176;;pIDH-WT
GSM1057872;GSE43176;;pIDH-MUT
GSM1057873;GSE43176;;pIDH-WT
GSM1057874;GSE43176;;pIDH-WT
GSM1057875;GSE43176;;pIDH-MUT
GSM1057876;GSE43176;;pIDH-WT
GSM1057877;GSE43176;;pIDH-MUT
GSM1057878;GSE43176;;pIDH-WT
GSM1057879;GSE43176;;pIDH-WT
GSM1057880;GSE43176;;pIDH-MUT
GSM1057881;GSE43176;;pIDH-WT
GSM1057882;GSE43176;;pIDH-WT
GSM1057883;GSE43176;;pIDH-WT
GSM1057884;GSE43176;;pIDH-WT
GSM1057885;GSE43176;;pIDH-WT
GSM1057886;GSE43176;;pIDH-WT
GSM1057887;GSE43176;;pIDH-WT
GSM1057888;GSE43176;;pIDH-MUT
GSM1057889;GSE43176;;pIDH-WT
GSM1057890;GSE43176;;pIDH-WT
GSM1057891;GSE43176;;pIDH-MUT
GSM1057892;GSE43176;;pIDH-WT
GSM1057893;GSE43176;;pIDH-WT
GSM1057894;GSE43176;;pIDH-WT
GSM1057895;GSE43176;;pIDH-MUT
GSM1057896;GSE43176;;pIDH-MUT
GSM1057897;GSE43176;;pIDH-WT
GSM1057898;GSE43176;;pIDH-WT
GSM1057899;GSE43176;;pIDH-WT
GSM1057900;GSE43176;;pIDH-MUT
GSM1057901;GSE43176;;pIDH-WT
GSM1057902;GSE43176;;pIDH-WT
GSM1057903;GSE43176;;pIDH-WT
GSM1057904;GSE43176;;pIDH-WT
GSM1057905;GSE43176;;pIDH-MUT
GSM1057906;GSE43176;;pIDH-MUT
GSM1057907;GSE43176;;pIDH-MUT
GSM1057908;GSE43176;;pIDH-MUT
GSM1057909;GSE43176;;pIDH-WT
GSM1057910;GSE43176;;pIDH-WT
GSM1057911;GSE43176;;pIDH-WT
GSM1057912;GSE43176;;pIDH-WT
GSM1057913;GSE43176;;pIDH-WT
GSM1057914;GSE43176;;pIDH-WT
GSM1057915;GSE43176;;pIDH-WT
GSM1057916;GSE43176;;pIDH-MUT
GSM1057917;GSE43176;;pIDH-WT
GSM1057918;GSE43176;;pIDH-WT
GSM1057919;GSE43176;;pIDH-WT
GSM1057920;GSE43176;;pIDH-WT
GSM1057921;GSE43176;;pIDH-WT
GSM1057922;GSE43176;;pIDH-MUT
GSM1057923;GSE43176;;pIDH-WT
GSM1057924;GSE43176;;pIDH-WT
GSM1057925;GSE43176;;pIDH-MUT
GSM1057926;GSE43176;;pIDH-WT
GSM1057927;GSE43176;;pIDH-WT
GSM1057928;GSE43176;;pIDH-MUT
GSM1057929;GSE43176;;pIDH-WT
GSM1057930;GSE43176;;pIDH-WT
GSM1057931;GSE43176;;pIDH-MUT
GSM1057932;GSE43176;;pIDH-WT
GSM1057933;GSE43176;;pIDH-WT
GSM1057934;GSE43176;;pIDH-WT
GSM1057935;GSE43176;;pIDH-WT
GSM1057936;GSE43176;;pIDH-WT
GSM1057937;GSE43176;;pIDH-WT
GSM1057938;GSE43176;;pIDH-WT
GSM1514033;GSE61804;;pIDH-WT
GSM1514034;GSE61804;;pIDH-MUT
GSM1514035;GSE61804;;pIDH-WT
