Sample;Dataset;Known IDH status;Predicted IDH status
GSM20763;GSE1159;;pIDH-WT
GSM20764;GSE1159;;pIDH-WT
GSM20765;GSE1159;;pIDH-WT
GSM20766;GSE1159;;pIDH-WT
GSM20767;GSE1159;;pIDH-MUT
GSM20768;GSE1159;;pIDH-WT
GSM20769;GSE1159;;pIDH-MUT
GSM20770;GSE1159;;pIDH-WT
GSM20771;GSE1159;;pIDH-WT
GSM20772;GSE1159;;pIDH-WT
GSM20773;GSE1159;;pIDH-WT
GSM20774;GSE1159;;pIDH-WT
GSM20775;GSE1159;;pIDH-MUT
GSM20776;GSE1159;;pIDH-WT
GSM20777;GSE1159;;pIDH-WT
GSM20778;GSE1159;;pIDH-MUT
GSM20779;GSE1159;;pIDH-WT
GSM20780;GSE1159;;pIDH-WT
GSM20781;GSE1159;;pIDH-WT
GSM20782;GSE1159;;pIDH-WT
GSM20783;GSE1159;;pIDH-WT
GSM20784;GSE1159;;pIDH-WT
GSM20785;GSE1159;;pIDH-WT
GSM20786;GSE1159;;pIDH-WT
GSM20787;GSE1159;;pIDH-MUT
GSM20788;GSE1159;;pIDH-WT
GSM20789;GSE1159;;pIDH-WT
GSM20790;GSE1159;;pIDH-MUT
GSM20791;GSE1159;;pIDH-WT
GSM20792;GSE1159;;pIDH-WT
GSM20793;GSE1159;;pIDH-WT
GSM20794;GSE1159;;pIDH-WT
GSM20795;GSE1159;;pIDH-WT
GSM20796;GSE1159;;pIDH-WT
GSM20797;GSE1159;;pIDH-MUT
GSM20798;GSE1159;;pIDH-WT
GSM20799;GSE1159;;pIDH-WT
GSM20800;GSE1159;;pIDH-WT
GSM20801;GSE1159;;pIDH-WT
GSM20802;GSE1159;;pIDH-WT
GSM20803;GSE1159;;pIDH-WT
GSM20804;GSE1159;;pIDH-WT
GSM20805;GSE1159;;pIDH-WT
GSM20806;GSE1159;;pIDH-WT
GSM20807;GSE1159;;pIDH-WT
GSM20808;GSE1159;;pIDH-WT
GSM20809;GSE1159;;pIDH-WT
GSM20810;GSE1159;;pIDH-WT
GSM20811;GSE1159;;pIDH-WT
GSM20812;GSE1159;;pIDH-WT
GSM20813;GSE1159;;pIDH-WT
GSM20814;GSE1159;;pIDH-WT
GSM20815;GSE1159;;pIDH-WT
GSM20816;GSE1159;;pIDH-WT
GSM20817;GSE1159;;pIDH-MUT
GSM20818;GSE1159;;pIDH-WT
GSM20819;GSE1159;;pIDH-WT
GSM20820;GSE1159;;pIDH-MUT
GSM20821;GSE1159;;pIDH-WT
GSM20822;GSE1159;;pIDH-WT
GSM20823;GSE1159;;pIDH-MUT
GSM20824;GSE1159;;pIDH-WT
GSM20825;GSE1159;;pIDH-WT
GSM20826;GSE1159;;pIDH-WT
GSM20827;GSE1159;;pIDH-WT
GSM20828;GSE1159;;pIDH-WT
GSM20829;GSE1159;;pIDH-MUT
GSM20830;GSE1159;;pIDH-WT
GSM20831;GSE1159;;pIDH-WT
GSM20832;GSE1159;;pIDH-WT
GSM20833;GSE1159;;pIDH-WT
GSM20834;GSE1159;;pIDH-WT
GSM20835;GSE1159;;pIDH-MUT
GSM20836;GSE1159;;pIDH-WT
GSM20837;GSE1159;;pIDH-WT
GSM20838;GSE1159;;pIDH-WT
GSM20839;GSE1159;;pIDH-WT
GSM20840;GSE1159;;pIDH-MUT
GSM20841;GSE1159;;pIDH-MUT
GSM20842;GSE1159;;pIDH-WT
GSM20843;GSE1159;;pIDH-MUT
GSM20844;GSE1159;;pIDH-WT
GSM20845;GSE1159;;pIDH-WT
GSM20846;GSE1159;;pIDH-WT
GSM20847;GSE1159;;pIDH-MUT
GSM20848;GSE1159;;pIDH-WT
GSM20849;GSE1159;;pIDH-WT
GSM20850;GSE1159;;pIDH-WT
GSM20851;GSE1159;;pIDH-MUT
GSM20852;GSE1159;;pIDH-WT
GSM20853;GSE1159;;pIDH-MUT
GSM20854;GSE1159;;pIDH-WT
GSM20855;GSE1159;;pIDH-MUT
GSM20856;GSE1159;;pIDH-MUT
GSM20857;GSE1159;;pIDH-WT
GSM20858;GSE1159;;pIDH-WT
GSM20859;GSE1159;;pIDH-WT
GSM20860;GSE1159;;pIDH-WT
GSM20861;GSE1159;;pIDH-WT
GSM20862;GSE1159;;pIDH-WT
GSM20863;GSE1159;;pIDH-WT
GSM20864;GSE1159;;pIDH-MUT
GSM20865;GSE1159;;pIDH-WT
GSM20866;GSE1159;;pIDH-WT
GSM20867;GSE1159;;pIDH-WT
GSM20868;GSE1159;;pIDH-WT
GSM20869;GSE1159;;pIDH-WT
GSM20870;GSE1159;;pIDH-WT
GSM20871;GSE1159;;pIDH-MUT
GSM20872;GSE1159;;pIDH-MUT
GSM20873;GSE1159;;pIDH-MUT
GSM20874;GSE1159;;pIDH-WT
GSM20875;GSE1159;;pIDH-WT
GSM20876;GSE1159;;pIDH-WT
GSM20877;GSE1159;;pIDH-WT
GSM20878;GSE1159;;pIDH-WT
GSM20879;GSE1159;;pIDH-WT
GSM20880;GSE1159;;pIDH-WT
GSM20881;GSE1159;;pIDH-MUT
GSM20882;GSE1159;;pIDH-WT
GSM20883;GSE1159;;pIDH-MUT
GSM20884;GSE1159;;pIDH-WT
GSM20885;GSE1159;;pIDH-WT
GSM20886;GSE1159;;pIDH-WT
GSM20887;GSE1159;;pIDH-WT
GSM20888;GSE1159;;pIDH-WT
GSM20889;GSE1159;;pIDH-WT
GSM20890;GSE1159;;pIDH-WT
GSM20891;GSE1159;;pIDH-WT
GSM20892;GSE1159;;pIDH-WT
GSM20893;GSE1159;;pIDH-WT
GSM20894;GSE1159;;pIDH-WT
GSM20895;GSE1159;;pIDH-MUT
GSM20896;GSE1159;;pIDH-WT
GSM20897;GSE1159;;pIDH-WT
GSM20898;GSE1159;;pIDH-WT
GSM20899;GSE1159;;pIDH-WT
GSM20900;GSE1159;;pIDH-MUT
GSM20901;GSE1159;;pIDH-WT
GSM20902;GSE1159;;pIDH-MUT
GSM20903;GSE1159;;pIDH-WT
GSM20904;GSE1159;;pIDH-MUT
GSM20905;GSE1159;;pIDH-MUT
GSM20906;GSE1159;;pIDH-MUT
GSM20907;GSE1159;;pIDH-WT
GSM20908;GSE1159;;pIDH-WT
GSM20909;GSE1159;;pIDH-WT
GSM20910;GSE1159;;pIDH-WT
GSM20911;GSE1159;;pIDH-MUT
GSM20912;GSE1159;;pIDH-WT
GSM20913;GSE1159;;pIDH-MUT
GSM20914;GSE1159;;pIDH-MUT
GSM20915;GSE1159;;pIDH-WT
GSM20916;GSE1159;;pIDH-MUT
GSM20917;GSE1159;;pIDH-WT
GSM20918;GSE1159;;pIDH-WT
GSM20919;GSE1159;;pIDH-MUT
GSM20920;GSE1159;;pIDH-MUT
GSM20921;GSE1159;;pIDH-MUT
GSM20922;GSE1159;;pIDH-WT
GSM20923;GSE1159;;pIDH-WT
GSM20924;GSE1159;;pIDH-WT
GSM20925;GSE1159;;pIDH-WT
GSM20926;GSE1159;;pIDH-WT
GSM20927;GSE1159;;pIDH-WT
GSM20928;GSE1159;;pIDH-WT
GSM20929;GSE1159;;pIDH-WT
GSM20930;GSE1159;;pIDH-WT
GSM20931;GSE1159;;pIDH-WT
GSM20932;GSE1159;;pIDH-WT
GSM20933;GSE1159;;pIDH-WT
GSM20934;GSE1159;;pIDH-WT
GSM20935;GSE1159;;pIDH-WT
GSM20936;GSE1159;;pIDH-WT
GSM20937;GSE1159;;pIDH-WT
GSM20938;GSE1159;;pIDH-WT
GSM20939;GSE1159;;pIDH-WT
GSM20940;GSE1159;;pIDH-WT
GSM20941;GSE1159;;pIDH-WT
GSM20942;GSE1159;;pIDH-WT
GSM20943;GSE1159;;pIDH-WT
GSM20944;GSE1159;;pIDH-WT
GSM20945;GSE1159;;pIDH-WT
GSM20946;GSE1159;;pIDH-WT
GSM20947;GSE1159;;pIDH-MUT
GSM20948;GSE1159;;pIDH-WT
GSM20949;GSE1159;;pIDH-WT
GSM20950;GSE1159;;pIDH-WT
GSM20951;GSE1159;;pIDH-WT
GSM20952;GSE1159;;pIDH-WT
GSM20953;GSE1159;;pIDH-WT
GSM20954;GSE1159;;pIDH-WT
GSM20955;GSE1159;;pIDH-WT
GSM20956;GSE1159;;pIDH-WT
GSM20957;GSE1159;;pIDH-WT
GSM20958;GSE1159;;pIDH-WT
GSM20959;GSE1159;;pIDH-WT
GSM20960;GSE1159;;pIDH-WT
GSM20961;GSE1159;;pIDH-WT
GSM20962;GSE1159;;pIDH-WT
GSM20963;GSE1159;;pIDH-WT
GSM20964;GSE1159;;pIDH-WT
GSM20965;GSE1159;;pIDH-WT
GSM20966;GSE1159;;pIDH-WT
GSM330387;GSE13159;;pIDH-WT
GSM330388;GSE13159;;pIDH-WT
GSM330389;GSE13159;;pIDH-WT
GSM330390;GSE13159;;pIDH-WT
GSM330391;GSE13159;;pIDH-WT
GSM330392;GSE13159;;pIDH-WT
GSM330393;GSE13159;;pIDH-WT
GSM330394;GSE13159;;pIDH-WT
GSM330395;GSE13159;;pIDH-WT
GSM330396;GSE13159;;pIDH-WT
GSM330397;GSE13159;;pIDH-WT
GSM330398;GSE13159;;pIDH-WT
GSM330399;GSE13159;;pIDH-WT
GSM330400;GSE13159;;pIDH-WT
GSM330401;GSE13159;;pIDH-WT
GSM330402;GSE13159;;pIDH-MUT
GSM330403;GSE13159;;pIDH-WT
GSM330404;GSE13159;;pIDH-WT
GSM330405;GSE13159;;pIDH-WT
GSM330406;GSE13159;;pIDH-WT
GSM330407;GSE13159;;pIDH-WT
GSM330408;GSE13159;;pIDH-WT
GSM330409;GSE13159;;pIDH-WT
GSM330410;GSE13159;;pIDH-WT
GSM330411;GSE13159;;pIDH-WT
GSM330412;GSE13159;;pIDH-WT
GSM330413;GSE13159;;pIDH-WT
GSM330414;GSE13159;;pIDH-WT
GSM330415;GSE13159;;pIDH-WT
GSM330416;GSE13159;;pIDH-WT
GSM330417;GSE13159;;pIDH-WT
GSM330418;GSE13159;;pIDH-WT
GSM330419;GSE13159;;pIDH-WT
GSM330420;GSE13159;;pIDH-WT
GSM330421;GSE13159;;pIDH-WT
GSM330422;GSE13159;;pIDH-WT
GSM330423;GSE13159;;pIDH-WT
GSM330424;GSE13159;;pIDH-WT
GSM330425;GSE13159;;pIDH-WT
GSM330426;GSE13159;;pIDH-WT
GSM330427;GSE13159;;pIDH-WT
GSM330428;GSE13159;;pIDH-WT
GSM330429;GSE13159;;pIDH-WT
GSM330430;GSE13159;;pIDH-WT
GSM330431;GSE13159;;pIDH-WT
GSM330432;GSE13159;;pIDH-WT
GSM330433;GSE13159;;pIDH-WT
GSM330434;GSE13159;;pIDH-WT
GSM330435;GSE13159;;pIDH-MUT
GSM330436;GSE13159;;pIDH-WT
GSM330437;GSE13159;;pIDH-WT
GSM330438;GSE13159;;pIDH-WT
GSM330439;GSE13159;;pIDH-MUT
GSM330440;GSE13159;;pIDH-WT
GSM330441;GSE13159;;pIDH-WT
GSM330442;GSE13159;;pIDH-WT
GSM330443;GSE13159;;pIDH-WT
GSM330444;GSE13159;;pIDH-WT
GSM330445;GSE13159;;pIDH-WT
GSM330446;GSE13159;;pIDH-WT
GSM330447;GSE13159;;pIDH-WT
GSM330448;GSE13159;;pIDH-WT
GSM330449;GSE13159;;pIDH-WT
GSM330450;GSE13159;;pIDH-WT
GSM330451;GSE13159;;pIDH-WT
GSM330452;GSE13159;;pIDH-WT
GSM330453;GSE13159;;pIDH-WT
GSM330454;GSE13159;;pIDH-WT
GSM330455;GSE13159;;pIDH-WT
GSM330456;GSE13159;;pIDH-WT
GSM330457;GSE13159;;pIDH-WT
GSM330458;GSE13159;;pIDH-WT
GSM330459;GSE13159;;pIDH-WT
GSM330460;GSE13159;;pIDH-WT
GSM330461;GSE13159;;pIDH-WT
GSM330462;GSE13159;;pIDH-WT
GSM330463;GSE13159;;pIDH-WT
GSM330464;GSE13159;;pIDH-WT
GSM330465;GSE13159;;pIDH-WT
GSM330466;GSE13159;;pIDH-WT
GSM330467;GSE13159;;pIDH-WT
GSM330468;GSE13159;;pIDH-WT
GSM330469;GSE13159;;pIDH-WT
GSM330470;GSE13159;;pIDH-WT
GSM330471;GSE13159;;pIDH-WT
GSM330472;GSE13159;;pIDH-WT
GSM330473;GSE13159;;pIDH-WT
GSM330474;GSE13159;;pIDH-WT
GSM330475;GSE13159;;pIDH-WT
GSM330476;GSE13159;;pIDH-WT
GSM330477;GSE13159;;pIDH-WT
GSM330478;GSE13159;;pIDH-WT
GSM330479;GSE13159;;pIDH-WT
GSM330480;GSE13159;;pIDH-WT
GSM330481;GSE13159;;pIDH-WT
GSM330482;GSE13159;;pIDH-WT
GSM330483;GSE13159;;pIDH-WT
GSM330484;GSE13159;;pIDH-WT
GSM330485;GSE13159;;pIDH-WT
GSM330486;GSE13159;;pIDH-WT
GSM330487;GSE13159;;pIDH-WT
GSM330488;GSE13159;;pIDH-WT
GSM330489;GSE13159;;pIDH-WT
GSM330490;GSE13159;;pIDH-WT
GSM330491;GSE13159;;pIDH-WT
GSM330492;GSE13159;;pIDH-WT
GSM330493;GSE13159;;pIDH-WT
GSM330494;GSE13159;;pIDH-WT
GSM330495;GSE13159;;pIDH-WT
GSM330496;GSE13159;;pIDH-WT
GSM330497;GSE13159;;pIDH-WT
GSM330498;GSE13159;;pIDH-WT
GSM330499;GSE13159;;pIDH-WT
GSM330500;GSE13159;;pIDH-WT
GSM330501;GSE13159;;pIDH-WT
GSM330502;GSE13159;;pIDH-WT
GSM330503;GSE13159;;pIDH-WT
GSM330504;GSE13159;;pIDH-WT
GSM330505;GSE13159;;pIDH-WT
GSM330506;GSE13159;;pIDH-WT
GSM330507;GSE13159;;pIDH-WT
GSM330508;GSE13159;;pIDH-WT
GSM330509;GSE13159;;pIDH-WT
GSM330510;GSE13159;;pIDH-WT
GSM330511;GSE13159;;pIDH-WT
GSM330512;GSE13159;;pIDH-WT
GSM330513;GSE13159;;pIDH-WT
GSM330514;GSE13159;;pIDH-WT
GSM330515;GSE13159;;pIDH-WT
GSM330516;GSE13159;;pIDH-WT
GSM330517;GSE13159;;pIDH-WT
GSM330518;GSE13159;;pIDH-WT
GSM330519;GSE13159;;pIDH-WT
GSM330520;GSE13159;;pIDH-WT
GSM330521;GSE13159;;pIDH-WT
GSM330522;GSE13159;;pIDH-WT
GSM330523;GSE13159;;pIDH-WT
GSM330524;GSE13159;;pIDH-WT
GSM330525;GSE13159;;pIDH-WT
GSM330526;GSE13159;;pIDH-WT
GSM330527;GSE13159;;pIDH-WT
GSM330528;GSE13159;;pIDH-WT
GSM330529;GSE13159;;pIDH-WT
GSM330530;GSE13159;;pIDH-WT
GSM330531;GSE13159;;pIDH-MUT
GSM330532;GSE13159;;pIDH-WT
GSM330533;GSE13159;;pIDH-WT
GSM330534;GSE13159;;pIDH-MUT
GSM330535;GSE13159;;pIDH-WT
GSM330536;GSE13159;;pIDH-WT
GSM330537;GSE13159;;pIDH-WT
GSM330538;GSE13159;;pIDH-MUT
GSM330539;GSE13159;;pIDH-WT
GSM330540;GSE13159;;pIDH-MUT
GSM330541;GSE13159;;pIDH-WT
GSM330542;GSE13159;;pIDH-WT
GSM330543;GSE13159;;pIDH-MUT
GSM330544;GSE13159;;pIDH-WT
GSM330545;GSE13159;;pIDH-MUT
GSM330546;GSE13159;;pIDH-WT
GSM330547;GSE13159;;pIDH-WT
GSM330548;GSE13159;;pIDH-WT
GSM330549;GSE13159;;pIDH-WT
GSM330550;GSE13159;;pIDH-WT
GSM330551;GSE13159;;pIDH-WT
GSM330552;GSE13159;;pIDH-WT
GSM330553;GSE13159;;pIDH-WT
GSM330554;GSE13159;;pIDH-WT
GSM330555;GSE13159;;pIDH-WT
GSM330556;GSE13159;;pIDH-MUT
GSM330557;GSE13159;;pIDH-MUT
GSM330558;GSE13159;;pIDH-WT
GSM330559;GSE13159;;pIDH-WT
GSM330560;GSE13159;;pIDH-MUT
GSM330561;GSE13159;;pIDH-WT
GSM330562;GSE13159;;pIDH-WT
GSM330563;GSE13159;;pIDH-MUT
GSM330564;GSE13159;;pIDH-MUT
GSM330565;GSE13159;;pIDH-WT
GSM330566;GSE13159;;pIDH-WT
GSM330567;GSE13159;;pIDH-MUT
GSM330568;GSE13159;;pIDH-WT
GSM330569;GSE13159;;pIDH-WT
GSM330570;GSE13159;;pIDH-WT
GSM330571;GSE13159;;pIDH-WT
GSM330572;GSE13159;;pIDH-WT
GSM330573;GSE13159;;pIDH-WT
GSM330574;GSE13159;;pIDH-WT
GSM330575;GSE13159;;pIDH-MUT
GSM330576;GSE13159;;pIDH-WT
GSM330577;GSE13159;;pIDH-WT
GSM330578;GSE13159;;pIDH-WT
GSM330579;GSE13159;;pIDH-MUT
GSM330580;GSE13159;;pIDH-WT
GSM330581;GSE13159;;pIDH-WT
GSM330582;GSE13159;;pIDH-MUT
GSM330583;GSE13159;;pIDH-MUT
GSM330584;GSE13159;;pIDH-MUT
GSM330585;GSE13159;;pIDH-MUT
GSM330586;GSE13159;;pIDH-WT
GSM330587;GSE13159;;pIDH-WT
GSM330588;GSE13159;;pIDH-WT
GSM330589;GSE13159;;pIDH-WT
GSM330590;GSE13159;;pIDH-WT
GSM330591;GSE13159;;pIDH-WT
GSM330592;GSE13159;;pIDH-MUT
GSM330593;GSE13159;;pIDH-WT
GSM330594;GSE13159;;pIDH-MUT
GSM330595;GSE13159;;pIDH-WT
GSM330596;GSE13159;;pIDH-WT
GSM330597;GSE13159;;pIDH-WT
GSM330598;GSE13159;;pIDH-WT
GSM330599;GSE13159;;pIDH-WT
GSM330600;GSE13159;;pIDH-MUT
GSM330601;GSE13159;;pIDH-WT
GSM330602;GSE13159;;pIDH-WT
GSM330603;GSE13159;;pIDH-WT
GSM330604;GSE13159;;pIDH-WT
GSM330605;GSE13159;;pIDH-WT
GSM330606;GSE13159;;pIDH-MUT
GSM330607;GSE13159;;pIDH-WT
GSM330608;GSE13159;;pIDH-WT
GSM330609;GSE13159;;pIDH-MUT
GSM330610;GSE13159;;pIDH-MUT
GSM330611;GSE13159;;pIDH-MUT
GSM330612;GSE13159;;pIDH-WT
GSM330613;GSE13159;;pIDH-MUT
GSM330614;GSE13159;;pIDH-WT
GSM330615;GSE13159;;pIDH-MUT
GSM330616;GSE13159;;pIDH-WT
GSM330617;GSE13159;;pIDH-WT
GSM330618;GSE13159;;pIDH-WT
GSM330619;GSE13159;;pIDH-WT
GSM330620;GSE13159;;pIDH-WT
GSM330621;GSE13159;;pIDH-MUT
GSM330622;GSE13159;;pIDH-WT
GSM330623;GSE13159;;pIDH-MUT
GSM330624;GSE13159;;pIDH-MUT
GSM330625;GSE13159;;pIDH-WT
GSM330626;GSE13159;;pIDH-WT
GSM330627;GSE13159;;pIDH-WT
GSM330628;GSE13159;;pIDH-MUT
GSM330629;GSE13159;;pIDH-WT
GSM330630;GSE13159;;pIDH-WT
GSM330631;GSE13159;;pIDH-WT
GSM330632;GSE13159;;pIDH-WT
GSM330633;GSE13159;;pIDH-WT
GSM330634;GSE13159;;pIDH-WT
GSM330635;GSE13159;;pIDH-WT
GSM330636;GSE13159;;pIDH-WT
GSM330637;GSE13159;;pIDH-MUT
GSM330638;GSE13159;;pIDH-WT
GSM330639;GSE13159;;pIDH-MUT
GSM330640;GSE13159;;pIDH-WT
GSM330641;GSE13159;;pIDH-WT
GSM330642;GSE13159;;pIDH-MUT
GSM330643;GSE13159;;pIDH-WT
GSM330644;GSE13159;;pIDH-MUT
GSM330645;GSE13159;;pIDH-WT
GSM330646;GSE13159;;pIDH-WT
GSM330647;GSE13159;;pIDH-WT
GSM330648;GSE13159;;pIDH-MUT
GSM330649;GSE13159;;pIDH-WT
GSM330650;GSE13159;;pIDH-WT
GSM330651;GSE13159;;pIDH-MUT
GSM330652;GSE13159;;pIDH-WT
GSM330653;GSE13159;;pIDH-WT
GSM330654;GSE13159;;pIDH-WT
GSM330655;GSE13159;;pIDH-WT
GSM330656;GSE13159;;pIDH-MUT
GSM330657;GSE13159;;pIDH-WT
GSM330658;GSE13159;;pIDH-WT
GSM330659;GSE13159;;pIDH-WT
GSM330660;GSE13159;;pIDH-MUT
GSM330661;GSE13159;;pIDH-WT
GSM330662;GSE13159;;pIDH-WT
GSM330663;GSE13159;;pIDH-WT
GSM330664;GSE13159;;pIDH-WT
GSM330665;GSE13159;;pIDH-WT
GSM330666;GSE13159;;pIDH-WT
GSM330667;GSE13159;;pIDH-WT
GSM330668;GSE13159;;pIDH-WT
GSM330669;GSE13159;;pIDH-WT
GSM330670;GSE13159;;pIDH-WT
GSM330671;GSE13159;;pIDH-WT
GSM330672;GSE13159;;pIDH-WT
GSM330673;GSE13159;;pIDH-MUT
GSM330674;GSE13159;;pIDH-WT
GSM330675;GSE13159;;pIDH-WT
GSM330676;GSE13159;;pIDH-WT
GSM330677;GSE13159;;pIDH-WT
GSM330678;GSE13159;;pIDH-WT
GSM330679;GSE13159;;pIDH-WT
GSM330680;GSE13159;;pIDH-MUT
GSM330681;GSE13159;;pIDH-MUT
GSM330682;GSE13159;;pIDH-WT
GSM330683;GSE13159;;pIDH-WT
GSM330684;GSE13159;;pIDH-WT
GSM330685;GSE13159;;pIDH-MUT
GSM330686;GSE13159;;pIDH-WT
GSM330687;GSE13159;;pIDH-MUT
GSM330688;GSE13159;;pIDH-WT
GSM330689;GSE13159;;pIDH-WT
GSM330690;GSE13159;;pIDH-WT
GSM330691;GSE13159;;pIDH-WT
GSM330692;GSE13159;;pIDH-MUT
GSM330693;GSE13159;;pIDH-MUT
GSM330694;GSE13159;;pIDH-WT
GSM330695;GSE13159;;pIDH-WT
GSM330696;GSE13159;;pIDH-WT
GSM330697;GSE13159;;pIDH-MUT
GSM330698;GSE13159;;pIDH-WT
GSM330699;GSE13159;;pIDH-WT
GSM330700;GSE13159;;pIDH-MUT
GSM330701;GSE13159;;pIDH-WT
GSM330702;GSE13159;;pIDH-WT
GSM330703;GSE13159;;pIDH-WT
GSM330704;GSE13159;;pIDH-WT
GSM330705;GSE13159;;pIDH-WT
GSM330706;GSE13159;;pIDH-MUT
GSM330707;GSE13159;;pIDH-WT
GSM330708;GSE13159;;pIDH-MUT
GSM330709;GSE13159;;pIDH-MUT
GSM330710;GSE13159;;pIDH-MUT
GSM330711;GSE13159;;pIDH-WT
GSM330712;GSE13159;;pIDH-WT
GSM330713;GSE13159;;pIDH-WT
GSM330714;GSE13159;;pIDH-WT
GSM330715;GSE13159;;pIDH-WT
GSM330716;GSE13159;;pIDH-WT
GSM330717;GSE13159;;pIDH-WT
GSM330718;GSE13159;;pIDH-WT
GSM330719;GSE13159;;pIDH-WT
GSM330720;GSE13159;;pIDH-WT
GSM330721;GSE13159;;pIDH-MUT
GSM330722;GSE13159;;pIDH-WT
GSM330723;GSE13159;;pIDH-WT
GSM330724;GSE13159;;pIDH-WT
GSM330725;GSE13159;;pIDH-MUT
GSM330726;GSE13159;;pIDH-WT
GSM330727;GSE13159;;pIDH-WT
GSM330728;GSE13159;;pIDH-WT
GSM330729;GSE13159;;pIDH-MUT
GSM330730;GSE13159;;pIDH-WT
GSM330731;GSE13159;;pIDH-WT
GSM330732;GSE13159;;pIDH-WT
GSM330733;GSE13159;;pIDH-WT
GSM330734;GSE13159;;pIDH-WT
GSM330735;GSE13159;;pIDH-WT
GSM330736;GSE13159;;pIDH-MUT
GSM330737;GSE13159;;pIDH-WT
GSM330738;GSE13159;;pIDH-MUT
GSM330739;GSE13159;;pIDH-WT
GSM330740;GSE13159;;pIDH-WT
GSM330741;GSE13159;;pIDH-WT
GSM330742;GSE13159;;pIDH-WT
GSM330743;GSE13159;;pIDH-MUT
GSM330744;GSE13159;;pIDH-MUT
GSM330745;GSE13159;;pIDH-WT
GSM330746;GSE13159;;pIDH-WT
GSM330747;GSE13159;;pIDH-WT
GSM330748;GSE13159;;pIDH-WT
GSM330749;GSE13159;;pIDH-WT
GSM330750;GSE13159;;pIDH-MUT
GSM330751;GSE13159;;pIDH-MUT
GSM330752;GSE13159;;pIDH-MUT
GSM330753;GSE13159;;pIDH-WT
GSM330754;GSE13159;;pIDH-WT
GSM330755;GSE13159;;pIDH-WT
GSM330756;GSE13159;;pIDH-WT
GSM330757;GSE13159;;pIDH-MUT
GSM330758;GSE13159;;pIDH-WT
GSM330759;GSE13159;;pIDH-WT
GSM330760;GSE13159;;pIDH-MUT
GSM330761;GSE13159;;pIDH-WT
GSM330762;GSE13159;;pIDH-MUT
GSM330763;GSE13159;;pIDH-WT
GSM330764;GSE13159;;pIDH-WT
GSM330765;GSE13159;;pIDH-WT
GSM330766;GSE13159;;pIDH-WT
GSM330767;GSE13159;;pIDH-WT
GSM330768;GSE13159;;pIDH-MUT
GSM330769;GSE13159;;pIDH-WT
GSM330770;GSE13159;;pIDH-MUT
GSM330771;GSE13159;;pIDH-WT
GSM330772;GSE13159;;pIDH-WT
GSM330773;GSE13159;;pIDH-WT
GSM330774;GSE13159;;pIDH-WT
GSM330775;GSE13159;;pIDH-WT
GSM330776;GSE13159;;pIDH-MUT
GSM330777;GSE13159;;pIDH-WT
GSM330778;GSE13159;;pIDH-WT
GSM330779;GSE13159;;pIDH-WT
GSM330780;GSE13159;;pIDH-WT
GSM330781;GSE13159;;pIDH-WT
GSM330782;GSE13159;;pIDH-WT
GSM330783;GSE13159;;pIDH-MUT
GSM330784;GSE13159;;pIDH-WT
GSM330785;GSE13159;;pIDH-MUT
GSM330786;GSE13159;;pIDH-WT
GSM330787;GSE13159;;pIDH-WT
GSM330788;GSE13159;;pIDH-WT
GSM330789;GSE13159;;pIDH-WT
GSM330790;GSE13159;;pIDH-WT
GSM330791;GSE13159;;pIDH-MUT
GSM330792;GSE13159;;pIDH-WT
GSM330793;GSE13159;;pIDH-MUT
GSM330794;GSE13159;;pIDH-WT
GSM330795;GSE13159;;pIDH-WT
GSM330796;GSE13159;;pIDH-WT
GSM330797;GSE13159;;pIDH-WT
GSM330798;GSE13159;;pIDH-MUT
GSM330799;GSE13159;;pIDH-WT
GSM330800;GSE13159;;pIDH-WT
GSM330801;GSE13159;;pIDH-MUT
GSM330802;GSE13159;;pIDH-WT
GSM330803;GSE13159;;pIDH-WT
GSM330804;GSE13159;;pIDH-WT
GSM330805;GSE13159;;pIDH-WT
GSM330806;GSE13159;;pIDH-WT
GSM330807;GSE13159;;pIDH-WT
GSM330808;GSE13159;;pIDH-WT
GSM330809;GSE13159;;pIDH-WT
GSM330810;GSE13159;;pIDH-WT
GSM330811;GSE13159;;pIDH-MUT
GSM330812;GSE13159;;pIDH-WT
GSM330813;GSE13159;;pIDH-WT
GSM330814;GSE13159;;pIDH-WT
GSM330815;GSE13159;;pIDH-WT
GSM330816;GSE13159;;pIDH-WT
GSM330817;GSE13159;;pIDH-MUT
GSM330818;GSE13159;;pIDH-WT
GSM330819;GSE13159;;pIDH-WT
GSM330820;GSE13159;;pIDH-MUT
GSM330821;GSE13159;;pIDH-MUT
GSM330822;GSE13159;;pIDH-WT
GSM330823;GSE13159;;pIDH-WT
GSM330824;GSE13159;;pIDH-WT
GSM330825;GSE13159;;pIDH-WT
GSM330826;GSE13159;;pIDH-WT
GSM330827;GSE13159;;pIDH-WT
GSM330828;GSE13159;;pIDH-WT
GSM330829;GSE13159;;pIDH-WT
GSM330830;GSE13159;;pIDH-MUT
GSM330831;GSE13159;;pIDH-MUT
GSM330832;GSE13159;;pIDH-WT
GSM330833;GSE13159;;pIDH-WT
GSM330834;GSE13159;;pIDH-MUT
GSM330835;GSE13159;;pIDH-MUT
GSM330836;GSE13159;;pIDH-WT
GSM330837;GSE13159;;pIDH-MUT
GSM330838;GSE13159;;pIDH-WT
GSM330839;GSE13159;;pIDH-WT
GSM330840;GSE13159;;pIDH-MUT
GSM330841;GSE13159;;pIDH-WT
